"","reported","property_type","gross_area_SF","year_built","h2o_intensity_GALSF","zip","property_uses","site_eui_KBTUSF","energy_star_score","ghg_emissions_MTCO2e","ghg_intens_KGCO2SF","total_site_energy_KBTU","log_total_site_energy_KBTU","electricity_percentage","gas_percentage"
"1605","Yes","Hotel",99726,1901,3110.7,"02210","Hotel, Retail Store",15.2,99,1901,1.2,4548965,15.3304102925239,99.3,0.7
"1606","Yes","Office",95855,1980,5.1,"02210","Office",51.6,95,1980,3.8,4945627.9,15.4140144917223,63.4,36.6
"1607","Yes","Multifamily Housing",40340,1907,51.7,"02210","Multifamily Housing, Restaurant",155.7,1,1907,10,6279595.8,15.6528161733157,47.8,52.2
"1608","Yes","Office",104690,1984,12.4,"02210","Office",75.7,81,1984,5.7,7923351.9,15.8853248939554,69.8,30.2
"1610","Yes","Multifamily Housing",237984,2014,16,"02210","Multifamily Housing",57,20,2014,4.4,13574132,16.4236764806718,73.8,26.2
"1611","Voluntary","Hotel",695000,2006,34.6,"02210","Hotel, Parking, Swimming Pool",107.3,43,2006,7.4,74539294.7,18.1268369899368,50.4,49.6
"1612","Yes","Office",32384,1900,1.7,"02210","Office",40.1,NA,1900,3,1298037.2,14.0763638353116,70.2,29.8
"1613","Yes","Multifamily Housing",13146,1996,13664516,"02210","Multifamily Housing",61.1,88,1996,4.8,803736.9,13.5970272558008,79.6,20.4
"1614","Yes","Office",93824,1980,18,"02210","Office",99,78,1980,7.8,9292032.4,16.0446678597368,78.7,21.3
"1616","Yes","Office",70948,1893,10.1,"02210","Office",51.7,96,1893,3.8,3954464.2,15.190355675923,65.5,34.5
"1617","Yes","Office",336362,2001,12.8,"02210","Financial Office, Office, Parking",66.3,88,2001,5.4,21494080,16.8832881063452,77.4,0
"1619","Yes","Laboratory",585239,2013,18.9,"02210","Laboratory, Parking, Retail Store",148.5,NA,2013,10.5,86934555.5,18.2806661579155,55,45
"1620","Yes","Hotel",697555,2006,40.5,"02210","Hotel, Multifamily Housing, Parking",49,46,2006,3.9,34162462.8,17.3466380203046,83.1,16.9
"1621","Yes","Multifamily Housing",250000,2014,23.5,"02210","Multifamily Housing, Parking",67.4,6,2014,5.3,16848063.4,16.6397462764067,79.5,20.5
"1622","Yes","Office",99000,1915,7.5,"02210","Office",58.6,83,1915,4.7,5798502.1,15.5731101835415,85.9,14.1
"1623","Yes","Office",150363,1929,8,"02210","Office",50.7,87,1929,4.3,7630487.1,15.8476622413278,100,NA
"1624","Yes","Other - Lodging/Residential",124123,2011,30.5,"02210","Other - Lodging/Residential, Other - Restaurant/Bar",81.4,NA,2011,5.4,10109286.5,16.1289650148168,41,59
"1625","Yes","Financial Office",1078903,1978,11.2,"02210","Data Center, Financial Office, Office, Parking",88.3,81,1978,11.9,95252872.8,18.3720457321462,58.5,1.8
"1626","Yes","Financial Office",525642,2004,13.7,"02210","Data Center, Financial Office, Parking",58,97,2004,4.4,30490228.6,17.2329168164765,96.9,2.9
"1627","Yes","Hotel",405633,2008,33.7,"02210","Hotel",113.6,52,2008,7.6,46063439.2,17.6455301173939,42.4,57.6
"1628","Yes","Hotel",538000,2008,25.5,"02210","Hotel, Swimming Pool",36.4,89,2008,3.1,19563044,16.7891528341847,100,NA
"1629","Yes","Multifamily Housing",39723,2012,13.5,"02210","Multifamily Housing",51.6,13,2012,4.4,2051584.5,14.5341229793897,100,NA
"1630","Yes","Office",474728,1905,9.7,"02210","Data Center, Office, Parking",127.8,58,1905,10.9,60666930.7,17.9209093085613,98.7,1.3
"1631","Yes","Other",66087,2001,170128.4,"02210","Other",161.9,NA,2001,12.7,10696853.3,16.1854601720688,78.9,21.1
"1632","Yes","Multifamily Housing",46100,1000,34.2,"02210","Multifamily Housing",45.5,69,1000,3.5,2097353.5,14.5561868698306,74.6,25.4
"1633","Yes","Office",537037,2009,18.8,"02210","Office, Parking, Restaurant",35.4,100,2009,2.5,19013279.1,16.7606481930138,52.9,47.1
"1634","Yes","Multifamily Housing",427586,2006,42.3,"02210","Multifamily Housing, Other, Parking",89.9,6,2006,6.5,38419806.4,17.4640836762498,59,41
"1635","Yes","Hotel",335000,1998,43.1,"02210","Data Center, Hotel, Swimming Pool",169.6,NA,1998,10.9,56819490.2,17.8553899621572,47.8,52.2
"1637","Yes","Residence Hall/Dormitory",384971,2000,39.2,"02215","Residence Hall/Dormitory",54.8,83,2000,3.5,21092700.1,16.8644375717613,30.5,69.3
"1638","Yes","Other - Stadium",96292,2002,3.7,"02215","Other - Stadium",100.5,NA,2002,6.8,9681813.2,16.0857597557613,45.4,54.6
"1639","Yes","Office",123678,2012,33,"02215","Food Service, Office",153.7,NA,2012,10.6,19014691.5,16.7607224751792,49.1,51
"1640","Yes","Multifamily Housing",35000,1988,33.8,"02215","Multifamily Housing",7.2,NA,1988,0.6,252488,12.4391190018157,100,NA
"1641","Yes","Multifamily Housing",66456,1924,65.5,"02215","Multifamily Housing",130.7,11,1924,7.3,8684714.6,15.9770750958624,8.4,91.6
"1642","Yes","Residence Hall/Dormitory",77750,1977,29.9,"02215","Residence Hall/Dormitory",62.6,77,1977,4.2,4866474.1,15.3978802287345,45.3,54.7
"1643","Yes","Multifamily Housing",43281,1990,78.9,"02215","Multifamily Housing, Parking",110.7,11,1990,7.3,4791012.1,15.3822522414308,39,61
"1645","Yes","Supermarket/Grocery Store",64485,1999,21.3,"02215","Supermarket/Grocery Store",296.7,27,1999,22.7,19135715.4,16.7670670631303,72.2,27.8
"1646","Yes","Multifamily Housing",37148,1910,35.9,"02215","Multifamily Housing",49.6,96,1910,3,1842837.7,14.4268171698333,23.9,76.1
"1647","Yes","Multifamily Housing",60085,1990,57.1,"02215","Multifamily Housing",56.4,99,1990,3.2,3391188.4,15.0366909783966,11.7,88.3
"1648","Yes","Mixed Use Property",25737,1920,49.3,"02215","Multifamily Housing, Restaurant",86.3,80,1920,5.1,2221464.4,14.6136771760215,19.4,80.6
"1649","Yes","Office",305362,1990,15.5,"02215","Office, Parking",271.5,5,1990,22.2,82914338.8,18.2333185701669,88.2,11.8
"1650","Yes","Multifamily Housing",19161,1920,85.3,"02215","Multifamily Housing",141.2,16,1920,8.3,2705766.5,14.8108957942632,17.3,82.7
"1652","Yes","Multifamily Housing",40752,1990,40.8,"02215","Multifamily Housing",51.7,91,1990,3.4,2105075.1,14.5598617014218,38.7,61.3
"1653","Yes","College/University",48901,1923,4,"02215","College/University",4.3,NA,1923,0.2,209573.3,12.2528288378186,NA,100
"1654","Yes","Multifamily Housing",107517,1930,75.3,"02215","Multifamily Housing",113.2,57,1930,6.7,12175444.4,16.3149317272935,17.9,82.1
"1655","Yes","College/University",93831,1911,11.6,"02215","College/University",315.1,NA,1911,19.7,29568552.4,17.2022219356083,29.1,70.9
"1656","Yes","Multifamily Housing",35000,1920,37.7,"02215","Multifamily Housing",51.6,NA,1920,3.8,1805301.5,14.4062381718112,0.2,NA
"1657","Yes","Multifamily Housing",53585,1920,35.5,"02215","Multifamily Housing",72.1,87,1920,4.2,3813458.3,15.1540470256899,16.6,83.4
"1658","Yes","College/University",66920,1920,7.7,"02215","College/University",79.4,NA,1920,6,5314240.2,15.4859006056353,70.5,29.5
"1660","Yes","Multifamily Housing",174700,1920,68,"02215","Multifamily Housing",121.3,27,1920,7.5,21182812.6,16.8687006844108,26.1,73.9
"1661","Yes","Multifamily Housing",35000,1920,34.3,"02215","Multifamily Housing",46.3,NA,1920,3.4,1621990.2,14.2991644717157,0.5,NA
"1662","Yes","Multifamily Housing",78306,1920,5352,"02215","Multifamily Housing",36.5,100,1920,2.4,2859517.1,14.8661633223861,40,60
"1663","Yes","Distribution Center",65198,1958,5.6,"02215","Distribution Center, Office, Parking",119.2,10,1958,7.6,7768569.6,15.8655966127326,32.6,67.4
"1664","Yes","Multifamily Housing",35800,2005,37.2,"02215","Multifamily Housing",59.9,49,2005,4.3,2145562.4,14.5789122671204,55.1,44.9
"1666","Yes","Multifamily Housing",100,1950,23308,"02215","Multifamily Housing",81.4,87,1950,4.8,4001710.2,15.2022323777107,18.4,81.7
"1667","Yes","Mixed Use Property",32835,1950,2.7,"02215","Office, Retail Store",63.8,48,1950,5.5,2094630.2,14.5548875802446,100,NA
"1668","Yes","Mixed Use Property",61406,1920,82.6,"02215","Office, Retail Store",252.2,1,1920,16.7,15484214.6,16.5553316500515,40.7,59.3
"1669","Yes","Hotel",34509,1959,96.6,"02215","Hotel, Swimming Pool",155.3,4,1959,10.2,5357566.8,15.4940204747542,52.1,47.9
"1670","Yes","Multifamily Housing",272845,2014,31,"02215","Multifamily Housing, Parking, Retail Store",94.5,2,2014,7.4,25777362.1,17.0650072267333,78.2,21.8
"1671","Yes","Office",130751,1990,7.2,"02215","Office, Parking, Retail Store",180,10,1990,13.8,23532683.3,16.9739007916008,73.7,26.3
"1672","Yes","Mixed Use Property",647365,2015,11.8,"02215","Multifamily Housing, Office, Parking, Retail Store",92.8,60,2015,7.3,60093364.4,17.9114099840921,78.7,21.3
"1673","Yes","Medical Office",278667,1900,614,"02215","Data Center, Medical Office, Parking",192.7,NA,1900,13.7,53692287.7,17.7987799309155,55.2,44.8
"1674","Yes","Multifamily Housing",350714,2008,38.9,"02215","Multifamily Housing, Office, Parking, Retail Store",58.5,NA,2008,4.1,20504167.7,16.8361387258845,52.4,47.6
"1675","Yes","Multifamily Housing",31092,1926,3.8,"02215","Multifamily Housing",2.1,100,1926,0.2,66791.8,11.1093355974988,99.2,0.8
"1676","Yes","Residence Hall/Dormitory",128887,1958,42.7,"02215","Residence Hall/Dormitory",83.4,68,1958,5.1,10743306.3,16.1897934488312,25.1,74.9
"1678","Yes","Multifamily Housing",33492,1926,8.7,"02215","Multifamily Housing",86.3,89,1926,6.4,2891994.3,14.8774568913045,2.7,0.4
"1679","Yes","College/University",216000,1900,35.2,"02215","College/University",105.2,NA,1900,7.2,22717635.9,16.9386520927061,47.4,52.6
"1680","Yes","College/University",36500,1900,35.4,"02215","College/University",17.8,NA,1900,1.5,649521.6,13.3839913708909,100,NA
"1681","Yes","Residence Hall/Dormitory",58000,2008,38.9,"02215","Residence Hall/Dormitory",102.9,83,2008,5.5,5967837.8,15.6018952422122,0,100
"1682","Yes","Multifamily Housing",84310,2007,15.1,"02215","Multifamily Housing",33.9,86,2007,2.5,2856283.4,14.8650318272105,61.8,38.2
"1683","Yes","Residence Hall/Dormitory",176000,2013,44.8,"02215","Residence Hall/Dormitory",112.9,28,2013,7.8,19878091.5,16.8051287535783,48.9,51.1
"1684","Yes","Residence Hall/Dormitory",36940,1910,23.7,"02215","Residence Hall/Dormitory",52.2,88,1910,3.5,1927591.4,14.4717818022318,43.5,56.5
"1685","Yes","Multifamily Housing",142773,2006,43,"02215","Multifamily Housing",60.5,31,2006,4.3,8632979.4,15.9711002410223,56.4,43.6
"1686","Municipal ","K-12 School",129800,1998,49.3,"02215","K-12 School",65.3,68,1998,4.1,8480636.8,15.9532960992883,31.3,68.7
"1687","Yes","College/University",98044,1967,24.3,"02215","College/University",57.3,NA,1967,4.4,5613652.9,15.5407122064186,75.1,24.9
"1688","Yes","Laboratory",61754,1905,11.6,"02215","Laboratory",134.7,NA,1905,9.6,8317673.8,15.9338931823583,55.3,44.7
"1689","Yes","Multifamily Housing",58320,1899,46.6,"02215","Multifamily Housing",74.6,89,1899,4.1,4353343.4,15.2864547055461,5.2,94.8
"1691","Yes","Multifamily Housing",60077,1920,24.8,"02215","Multifamily Housing",56.7,93,1920,3.5,3406692.6,15.0412524665672,28.2,71.8
"1692","Yes","Residence Hall/Dormitory",60656,1910,8.9,"02215","Residence Hall/Dormitory",79.7,80,1910,4.9,4831605.2,15.3906893099607,25,75
"1693","Yes","Worship Facility",130204,2003,3.5,"02215","Worship Facility",27.4,NA,2003,1.9,3569253.4,15.0878670002321,51.9,48.1
"1695","Yes","Multifamily Housing",35036,1914,42.3,"02215","Multifamily Housing",60,93,1914,3.5,2101919.8,14.5583616755522,14.3,85.7
"1696","Yes","Multifamily Housing",58002,1920,61.7,"02215","Multifamily Housing",90.7,77,1920,5.2,5263090.5,15.4762289597039,11.8,88.2
"1697","Voluntary","Other",19300,1968,5.4,"02215","College/University",76.2,NA,1968,5.6,1471333.3,14.2016795544755,61.1,38.9
"1698","Yes","Multifamily Housing",24432,1987,48.7,"02215","Multifamily Housing",98.2,73,1987,5.6,2398159.6,14.6902121678178,11.9,88.1
"1699","Yes","Office",96215,1928,10.7,"02215","Office, Parking",220,14,1928,13.8,21162762.6,16.8677537140884,30.4,69.6
"1700","Yes","Multifamily Housing",26150,1960,13.8,"02215","Multifamily Housing",5.6,100,1960,0.5,147111.8,11.8989481209114,100,NA
"1701","Yes","Performing Arts",50266,1924,16,"02215","Performing Arts",69.3,NA,1924,4.7,3484312,15.0637811651838,47.6,52.4
"1702","Yes","College/University",60170,1900,23.8,"02215","College/University",75.8,NA,1900,4.6,4559262.5,15.3326714359543,21.6,78.4
"1704","Yes","Multifamily Housing",155384,1972,49.8,"02215","Multifamily Housing, Parking",79.7,15,1972,6.1,12388448,16.332274983451,71,29
"1705","Yes","Residence Hall/Dormitory",451494,1963,37,"02215","Residence Hall/Dormitory",75.4,52,1963,5.1,34040641.4,17.3430657040301,45,55
"1706","Yes","Parking",67992,1991,30.9,"02215","Parking",13.5,NA,1991,1.2,917383.3,13.7292806573606,100,NA
"1707","Yes","Mixed Use Property",41250,1899,93,"02215","Convenience Store without Gas Station, Multifamily Housing, Office, Restaurant",6.1,100,1899,0.5,252213.5,12.4380312300256,100,NA
"1708","Yes","Indoor Arena",131857,1972,126.5,"02215","Indoor Arena",294.2,NA,1972,19.4,38795194.6,17.4738069464079,39.5,60.5
"1709","Yes","Other - Lodging/Residential",66000,1990,12.1,"02215","Other",51.9,NA,1990,2.8,3426418.5,15.0470261045216,3.9,96.1
"1710","Yes","College/University",88000,1986,3.4,"02215","College/University",62.8,NA,1986,4.1,5526473.5,15.5250604666434,38.4,61.6
"1711","Yes","Laboratory",36563,1917,37,"02215","Laboratory",213.1,NA,1917,14.7,7792254.8,15.8686408239752,49.7,50.3
"1713","Yes","Residence Hall/Dormitory",399578,2008,30.7,"02215","Residence Hall/Dormitory",82.9,59,2008,5.7,33120300.4,17.3156569574885,48.9,51.1
"1716","Yes","Laboratory",149118,1913,16.9,"02215","Laboratory",166.3,NA,1913,11.3,24798863,17.02630836331,46.4,53.6
"1717","Yes","Laboratory",413799,2014,14.2,"02215","Laboratory, Parking",254.8,NA,2014,16.5,105434807,18.4736033767469,35.8,63.4
"1718","Yes","Multifamily Housing",57061,1978,70.3,"02215","Multifamily Housing",93.3,100,1978,7,5322909.9,15.4875306854665,12.8,4.4
"1719","Yes","Hotel",72950,1925,5.5,"02215","Hotel",1.3,100,1925,0.1,98246.2,11.4952318521388,100,NA
"1720","Yes","Multifamily Housing",120295,1897,36.1,"02215","Multifamily Housing, Office",76.5,60,1897,5.1,9203381.1,16.0350814853733,41.2,58.8
"1721","Yes","Multifamily Housing",75770,1978,38.1,"02215","Multifamily Housing",62.1,100,1978,4.6,4703351.2,15.363785833878,18.1,6.6
"1722","Yes","Stadium (Open)",610000,1912,47.1,"02215","Stadium (Open)",125.3,NA,1912,9.4,76414536.3,18.1516835017453,67,33
"1723","Yes","Mixed Use Property",292745,1969,66.1,"02215","Hotel, Multifamily Housing, Office, Other, Other - Restaurant/Bar, Parking, Retail Store",127.8,NA,1969,10.3,37422210.5,17.4377749497539,75.8,3.6
"1724","Yes","Multifamily Housing",155880,1897,30.4,"02215","Multifamily Housing, Office",56.1,73,1897,4.4,8750206.1,15.9845878123421,79,21
"1725","Yes","Office",1003987,1928,12.2,"02215","Data Center, Non-Refrigerated Warehouse, Office, Other - Mall, Retail Store",74.5,82,1928,5.5,74819581,18.1305901867617,65.2,34.8
"1726","Yes","Residence Hall/Dormitory",58302,1896,44.1,"02215","Residence Hall/Dormitory",109,74,1896,6.1,6352137.8,15.6643019756285,10.1,89.9
"1728","Yes","Laboratory",96500,1968,29.5,"02215","Laboratory",277.7,NA,1968,19.9,26794702.4,17.1037147542997,56.9,43.1
"1730","Municipal ","Repair Services (Vehicle, Shoe, Locksmith, etc.)",10822,2000,8,"02215","Other",45.5,NA,2000,2.8,492201.3,13.1066430581384,22.8,77.2
"1732","Yes","Energy/Power Station",259500,1980,3.5,"02215","Energy/Power Station",103.4,NA,1980,7.2,26819999.3,17.1046584097179,23.3,NA
"1733","Yes","Worship Facility",110959,1972,7,"02215","Worship Facility",27.8,NA,1972,2.4,3088058.2,14.9430530370995,100,NA
"1734","Yes","Medical Office",46640,1980,8.8,"02215","Medical Office",138.7,41,1980,9.7,6470334.7,15.6827383962055,39.2,NA
"1735","Municipal ","K-12 School",17299,1923,46.4,"02215","K-12 School",57.8,97,1923,3.4,1000684.3,13.8161946239378,15.9,84.1
"1736","Yes","Hotel",205000,2003,65.3,"02215","Hotel, Parking",145.6,8,2003,10.3,29843131.7,17.2114652775249,53.6,46.4
"1737","Yes","Multifamily Housing",18322,1920,73.6,"02215","Multifamily Housing",81.3,26,1920,5.9,1489714.6,14.2140951159507,59.5,40.5
"1738","Yes","Residence Hall/Dormitory",70768,1926,39.2,"02215","Residence Hall/Dormitory",80,81,1926,4.6,5664515.7,15.5497319589398,13.3,86.7
"1739","Yes","Residence Hall/Dormitory",36968,1915,31.9,"02215","Residence Hall/Dormitory",80.1,87,1915,4.6,2962850.6,14.9016624034148,14.3,85.7
"1741","Voluntary","College/University",334200,1905,37.4,"02215","College/University",109.1,NA,1905,6.6,36456137.8,17.4116203918178,30.2,69.8
"1742","Yes","Mixed Use Property",35800,1925,22.2,"02215","Bank Branch, Fast Food Restaurant, Other - Education",117.5,NA,1925,9,4205941.7,15.252008773998,61,22.5
"1743","Yes","Residence Hall/Dormitory",87619,1992,50,"02215","Residence Hall/Dormitory",99.2,45,1992,6.5,8693268.2,15.9780595139953,39.9,60.1
"1744","Yes","Multifamily Housing",146795,1965,27.7,"02215","Multifamily Housing",57.8,59,1965,4.4,8488822.3,15.9542608325289,38,14.7
"1745","Yes","Office",424121,1996,17,"02215","College/University, Office, Parking",91.3,68,1996,6.6,38722403.4,17.4719288897273,60.9,39.1
"1746","Yes","Multifamily Housing",126333,2004,51.9,"02215","Multifamily Housing",90.8,4,2004,6.2,11467261.4,16.2550066986096,47,52.7
"1747","Yes","Laboratory",280838,1983,15.5,"02215","Laboratory",321.5,NA,1983,21.4,90278874.7,18.3184140452812,41.2,58.8
"1748","Yes","Parking",50600,1920,0.7,"02215","Parking",3.6,NA,1920,0.3,182448.4,12.1142226723002,100,NA
"1749","Yes","College/University",85000,1981,5.1,"02215","College/University",95.4,NA,1981,6.1,8105982.9,15.9081129766197,32.3,67.7
"1750","Yes","Residence Hall/Dormitory",185149,1926,40.5,"02215","Residence Hall/Dormitory",75.8,80,1926,4.5,14039747.6,16.4574029791924,18.3,81.7
"1751","Yes","College/University",170000,2016,31.1,"02215","College/University",11.2,NA,2016,1,1910328.1,14.462785565375,100,NA
"1752","Yes","College/University",84022,1902,18.5,"02215","College/University",106.9,NA,1902,7,8979111.1,16.0104114487419,38.6,61.4
"1753","Yes","Multifamily Housing",48000,1920,39.4,"02215","Multifamily Housing",86.3,88,1920,5.1,4143546.3,15.237062573337,18.8,81.2
"1754","Yes","College/University",113621,1957,15.5,"02215","College/University",91.8,NA,1957,6.6,10428259.5,16.1600299386511,56.7,43
"1755","Yes","Office",58275,1990,22.9,"02215","Office",61.3,81,1990,4,3573606.8,15.0890859518613,53.2,46.8
"1756","Yes","Hotel",105000,1895,86,"02215","Fast Food Restaurant, Hotel, Restaurant",73,70,1895,5.3,7662989.5,15.8519127397311,60.1,39.9
"1757","Yes","College/University",49163,1909,6,"02215","College/University",35.4,NA,1909,3,1741296.1,14.370140278959,98.9,NA
"1758","Yes","Office",63423,1990,12.5,"02215","Office",113.5,6,1990,8.7,7196582.2,15.7891167768388,96.2,NA
"1760","Yes","College/University",328045,1938,9.7,"02215","College/University",88.6,NA,1938,5.5,29070714.2,17.1852418405167,26.2,73.8
"1761","Yes","Laboratory",289059,1997,26.3,"02215","Laboratory",219.1,NA,1997,15.1,63335511,17.9639567250761,49.5,50.5
"1762","Yes","College/University",37345,1917,0,"02215","College/University",52.1,NA,1917,3.4,1946679,14.4816354017327,37.1,62.9
"1763","Yes","Residence Hall/Dormitory",425007,1966,75,"02215","Parking, Residence Hall/Dormitory",86.3,75,1966,5.2,36697880.7,17.4182295647634,20.8,79.2
"1764","Yes","Multifamily Housing",34760,1978,71.9,"02215","Multifamily Housing",95.1,100,1978,7.4,3307012.6,15.0115558020565,37.4,4.4
"1765","Yes","Multifamily Housing",41814,1915,63.3,"02215","Multifamily Housing",79.6,56,1915,5.6,3327043.9,15.0175947499842,20.1,30.6
"1766","Yes","Residence Hall/Dormitory",87469,1974,69.7,"02215","Residence Hall/Dormitory",84.9,83,1974,4.8,7422403.2,15.8200134441069,12,88
"1767","Yes","College/University",114978,1947,0.2,"02215","College/University",246.4,NA,1947,15.2,28333951.3,17.1595713361369,26.9,73.1
"1768","Yes","College/University",167671,1964,0.1,"02215","College/University",169,NA,1964,10.4,28333951.3,17.1595713361369,26.9,73.1
"1769","Yes","Library",218657,1966,0.1,"02215","Library",129.6,NA,1966,8,28333951.3,17.1595713361369,26.9,73.1
"1770","Yes","College/University",202105,1963,52.2,"02215","College/University",151.1,NA,1963,9.2,30539769.1,17.2345402971499,25,75
"1771","Yes","College/University",54767,1931,13.2,"02215","College/University",132.5,NA,1931,8.3,7256526.6,15.7974118425649,29.6,70.4
"1772","Yes","Multifamily Housing",50634,1920,33.1,"02215","Multifamily Housing",61,94,1920,3.7,3089610.4,14.9435555567823,22.1,77.9
"1773","Voluntary","Multifamily Housing",13507,2006,60.4,"02215","Multifamily Housing",59.9,80,2006,4.2,808833.6,13.6033484888522,53,47
"1774","Yes","College/University",207318,1919,0.5,"02215","College/University",101.7,NA,1919,6.4,21092219,16.8644147626622,30.7,69.3
