parcel,zip,floor_area_SF,property_type_self_reported,energy_star_score_2017,site_eui_KBTUSF_2017,source_eui_KBTUSF_2017,percent_better_nat_med_site_eui_2017,percent_better_nat_med_source_eui_2017,total_ghg_emissions_MTCO2e_2017,total_ghg_intensity_kgCO2eSF_2017,weather_norm_site_eui_KBTUSF_2017,weather_norm_source_eui_KBTUSF_2017,total_site_energy_KBTU,log_total_site_energy_KBTU,Neighborhood.Code,Neighborhood.Code.Definition,Volume.Number,Property.Class.Code,Year.Property.Built,Number.of.Bathrooms,Number.of.Bedrooms,Number.of.Rooms,Number.of.Stories,Number.of.Units,Zoning.Code,Construction.Type,Lot.Depth,Lot.Frontage,Property.Area.in.Square.Feet,Basement.Area,Lot.Area,Lot.Code,Tax.Rate.Area.Code,Percent.of.Ownership,Closed.Roll.Misc.Exemption.Value,Closed.Roll.Homeowner.Exemption.Value,Current.Sales.Date,Closed.Roll.Assessed.Fixtures.Value,Closed.Roll.Assessed.Improvement.Value,Closed.Roll.Assessed.Land.Value,Closed.Roll.Assessed.Personal.Prop.Value,Supervisor.District,Neighborhoods...Analysis.Boundaries
0194/006,94108,15507,Worship Facility,97,13.2,25.2,-61.3,-61.3,12.8,0.8,13.2,25.2,204692.4,12.22926364,08B,Financial District North,2,W,1964,0,0,18,4,1,CCB,C,0,0,15507,0,4896,,1000,1,1710010,0,,0,1327990,382020,0,3,Chinatown
0310/020,94108,46314,Office,65,44.9,132.5,-16.1,-16.1,155.8,3.4,44.3,130.5,2079498.6,14.54763736,08I,,3,O,1908,0,0,53,5,3,C3R,C,0,0,46314,6734,7592,,1000,1,0,0,,0,4619502,1367195,0,3,Financial District/South Beach
0329/002,94102,39993,Strip Mall,92,38.8,79.9,-46,-46,99.5,2.5,35.6,76.5,1551728.4,14.25487996,08I,,3,C,1930,0,0,41,5,3,C3R,A,0,35.1,39993,0,7470,O,1000,1,0,0,,0,700964,1819965,0,3,Financial District/South Beach
0742/002,94102,93103,College/University,85,86.4,161,-38.7,-38.7,498.3,5.4,88.5,163.2,8044099.2,15.90044936,08I,,3,M,1986,0,NA,0,2,1,C3G,A,56.66,0,0,0,5497,R,1000,1,0,0,4/20/99,0,2802929,4725947,0,3,Hayes Valley
0671/002,94109,43125,Retail Store,37,70.3,220.9,15.3,15.3,144.7,5.3,70.3,220.9,3031687.5,14.92462995,08F,Van Ness/ Civic Center,5,I,1912,0,0,24,2,0,RC4,B,67.25,0,0,0,20070,R,1007,0.71854,0,0,,0,1248847,601901,0,2,Western Addition
3504/047,94103,34955,Office,98,24.4,74.1,-61.2,-61.2,63.8,1.8,24.4,73.5,852902,13.65639993,09B,,25,O,1907,0,NA,63,4,6,C3OSD,A,0,0,29743,0,8875,,1016,1,0,0,,0,1874713,2146827,0,6,Mission Bay
2412/034,94116,18000,Social/Meeting Hall,93,12.9,33.1,-52.6,-52.6,16.2,0.9,13.1,33.3,232200,12.35535435,04T,West Portal,17,U,1928,0,0,13,3,7,NC2,C,0,0,18000,0,6000,R,1000,1,0,0,,7891,388091,103447,5131,7,West of Twin Peaks
3715/001,94105,31740,Office,4,226.9,451.2,204.8,204.8,456.1,14.4,228.4,450.8,7201806,15.78984239,09H,South Beach,25,O,1889,0,0,0,4,0,C3O,C,37.5,0,29743,0,6301.63,R,1000,1,0,0,3/21/10,0,10451234,4358164,0,6,Financial District/South Beach
0314/016,94102,41622,Office,100,26.3,68.7,-53.6,-53.6,76.8,1.8,26.5,68.9,1094658.6,13.90595309,08B,Financial District North,3,O,1926,0,NA,17,2,0,C3G,B,0,0,0,0,5153,,1000,1,0,0,4/13/50,0,760849,737253,0,3,Nob Hill
0287/008,94108,11600,Office,89,44.5,84.6,-42.9,-42.9,32.2,2.8,48.7,88.9,516200,13.15424957,08I,,3,O,1910,0,0,0,6,0,C3O,C,0,0,13400,0,2204,,1000,1,0,0,8/31/60,0,1639404,3825279,0,3,Financial District/South Beach
3914/001,94103,108400,,90,28.1,65.7,-42.6,-42.6,204.4,1.9,NA,NA,3046040,14.92935294,09C,Inner ission,26,I,1908,0,NA,54,2,0,M1,C,50,0,0,0,79997,R,1016,1,0,0,,0,85925,355069,0,10,Mission
0717/015,94109,10300,Other - Entertainment/Public Assembly,19,48.5,152.3,78.9,78.9,37.9,3.7,48.5,152.3,499550,13.12146297,08I,,5,VR,1911,0,NA,37,7,20,RC4,D,0,0,18425,0,8403.39,,1000,1,0,0,,0,1511752,2268936,0,3,Nob Hill
0279/004,94109,21226,Medical Office,84,30.6,75.2,-35.6,-35.6,44.4,2.1,31.9,76.6,649515.6,13.38398213,08A,Dowtown,25,H1,1912,0,NA,9,4,1,POLK,C,50,0,16405,0,6333,R,1000,1,0,0,10/23/98,0,1519007,169426,0,6,Western Addition
3924/008,94103,72400,Other - Specialty Hospital,100,109.7,194.7,-52.2,-52.2,484.6,6.7,111.9,196.9,7942280,15.88771095,09C,Inner ission,26,VCI,1986,0,0,0,0,0,M1,,0,0,0,0,48268,,1000,1,563485,0,,0,0,1490702,0,9,Mission
0285/012,94108,67921,Hotel,99,31.4,83.7,-60.9,-60.9,152.2,2.2,31.4,83.7,2132719.4,14.57290844,08I,,3,H1,2000,0,0,0,10,108,RC4,,67.5,0,67913,0,4657.5,R,1000,1,0,0,7/20/90,0,16133514,2216081,0,3,Financial District/South Beach
3755/136,94103,25433,Manufacturing/Industrial Plant,97,42.9,93.2,-63.4,NA,71.2,2.8,45.3,95.7,1091075.7,13.90267465,08B,Financial District North,3,O,1907,0,NA,42,5,0,C3O,C,37.5,0,22000,0,0,S,1000,0.99816,0,0,2/2/71,0,2366058,1684314,6094,3,Financial District/South Beach
0491/028,94123,42120,Hotel,67,66,121.4,-14.9,-14.9,171.5,4.1,66,121.4,2779920,14.83793271,10A,Bayview,31,IW,1947,0,NA,343,4,49,RH1RH2,C,0,0,44050,0,22224,,1000,1,0,0,,0,2715930,2017026,113244,10,Bayview Hunters Point
0355/007,94102,15425,Mixed Use Property,43,56.7,140.8,14.4,14.4,60.1,3.9,56.7,140.8,874597.5,13.68151906,08F,Van Ness/ Civic Center,3,C,1906,0,0,20,3,3,C3G,C,0,0,14000,0,5000,R,1000,0.5,0,0,6/30/88,0,1483330,936812,0,6,Tenderloin
0023/005,94133,154400,Hotel,70,86.6,186.1,-18.1,-18.1,869.7,5.6,88.3,189.9,13371040,16.40860173,08H,North Waterfront,1,M,1970,0,0,343,5,343,C2,C,0,0,249352,0,81060,,1000,1,0,0,2/4/80,0,0,25716178,0,3,North Beach
3735/009,94105,12750,Office,74,50.5,126.3,-25,-25,44.4,3.5,54.9,130.8,643875,13.37525989,09B,,25,I,1922,0,0,5,2,0,C3S,B,0,0,13000,0,6747,,1005,1,0,0,12/15/11,0,720595,2882382,0,6,Financial District/South Beach
0324/022,94102,29542,,90,44.7,91.4,-43.6,-43.6,84.5,2.9,44.7,91.4,1320527.4,14.09354176,08I,,6,T,1910,0,NA,6,6,0,C3G,C,0,0,26069,0,16500,,1000,1,0,0,9/11/92,0,362719,876626,0,6,Tenderloin
0267/011,94104,20000,Office,88,34.5,87.2,-41.1,-41.1,47.8,2.4,35.5,88.3,690000,13.44444688,08B,Financial District North,3,O,1908,0,0,0,6,0,C3O,C,0,0,23087,0,4173,O,1000,1,0,0,3/28/97,0,797170,1328622,0,3,Financial District/South Beach
3708/095,94105,778782,Office,95,43.3,136.1,-50.5,-50.5,2404.5,3.3,43.3,136.1,33721260.6,17.33363907,09B,,25,O,2002,0,0,0,31,0,C3O,A,0,0,0,0,39664,,1000,1,0,0,10/3/10,21814,183673649,46931739,140723,6,Financial District/South Beach
0224/004,94108,16716,K-12 School,100,5.1,15.9,-84.4,-84.4,6.4,0.4,5.1,15.9,85251.6,11.35336216,08C,Nob Hill,2,E,1914,0,0,16,2,1,CRNC,C,0,0,16716,0,7779,,1000,1,1168757,0,,35443,397100,424051,312163,3,Chinatown
0282/022,94109,128335,Hotel,25,39.9,88.4,25.7,25.7,336.9,2.6,39.9,88.4,5120566.5,15.44877564,08C,Nob Hill,5,U,1908,0,NA,46,2,0,RC4,C,37.5,0,163640,0,2200,S,1000,1,0,0,7/20/90,0,1319323,3215636,0,3,Tenderloin
6084/018A,94112,16284,Social/Meeting Hall,57,31.5,62.4,-10.7,-10.7,32.4,2,31.6,62.5,512946,13.14792586,08B,Financial District North,2,H1,1909,0,NA,672,10,360,NBEACH,A,0,0,11740,0,27512,O,1000,1,22558889,0,,1295329,966673,2032790,9852759,3,North Beach
3786/020,94107,10800,Office,92,32.7,80.7,-48.6,-48.6,24.2,2.2,35.4,82.6,353160,12.77467649,09D,Mission Bay,25,O,1988,0,0,0,2,0,SSO,,0,0,10800,0,5497,,1000,1,0,0,,0,116644,63306,0,6,South of Market
3708/098,94105,250000,College/University,97,41.5,101.8,-61.2,-61.2,709.6,2.8,41.8,101.2,10375000,16.15490962,09C,Inner ission,26,GZ,1989,0,NA,0,48,1,PDR2,A,0,0,319279,0,66348.5,O,1000,1,0,0,,429611,113119051,117818682,0,10,Mission
0280/031,94109,61191,Medical Office,51,83.2,175.7,-1.9,-1.9,329.2,5.4,81.8,171.3,5091091.2,15.44300275,08A,Dowtown,3,O,1991,0,0,0,6,0,RC4,A,0,0,66090,0,11093.75,O,1000,1,144984,0,,95674,17856549,543976,51196,3,Nob Hill
0029/007,94133,283765,Hotel,56,68.4,160.7,-5.5,-5.5,1090.4,4.6,68,159.4,19409526,16.78127453,08H,North Waterfront,1,H1,1990,313,313,313,5,0,C2,S,0,0,198544,0,60537,O,1000,1,0,0,3/7/90,4406091,33544222,34112768,3275049,3,North Beach
3768/016,94105,59445,Office,96,27.1,85.1,-57.5,-57.5,122.2,2.1,27.1,85.1,1610959.5,14.29234052,09H,South Beach,25,O,1937,0,0,0,3,0,M1,B,57.5,0,57131,0,21809.03,R,1000,1,0,0,2/10/12,0,12295569,6660100,0,6,Financial District/South Beach
3756/037,94103,10150,Office,99,13,33.8,-77.2,-77.2,9.2,0.9,13.2,34,131950,11.79017834,09F,South of Market,25,I,1936,0,0,5,2,1,SLR,C,0,0,0,0,6333,,1000,0.5,0,0,,0,100602,73280,0,6,South of Market
3744/005,94105,247925,Office,86,65.9,163.8,-39,-39,987.2,4.6,63.8,161.1,16338257.5,16.60902,09H,South Beach,25,O,1925,0,0,0,7,0,M1,B,0,0,232922,0,41088,O,1000,1,11606986,0,8/12/40,0,51933565,25976130,0,6,Financial District/South Beach
3727/002,94103,37630,Hotel,6,72.6,132.7,67.2,67.2,167.1,4.5,74.4,134.6,2731938,14.82052181,06B,Mission Dolores,25,I,1900,0,NA,0,6,97,NC3,C,0,0,45260,0,21492,,1000,0.33333,0,0,,1373790,9195243,5546195,320436,6,Nob Hill
3736/029,94105,274550,Hotel,72,70.8,137.5,-19.8,-19.8,1220.5,4.4,72.1,138.9,19438140,16.78274767,09B,,25,H1,1900,0,0,5,2,1,C3OSD,D,0,0,1800,0,12000,O,1000,1,0,0,4/19/70,0,32788128,9836436,0,6,Financial District/South Beach
0317/007,94102,26904,Worship Facility,49,13.9,17.5,0.6,0.6,20.7,0.8,14.7,18.4,373965.6,12.83191909,09D,Mission Bay,6,W,1985,0,NA,0,3,0,SLI,C,72.5,0,23780,0,3320,R,1000,1,1850051,0,8/26/88,0,1016283,324902,0,3,Hayes Valley
3708/057,94105,342238,Office,85,68.6,172.2,-37.7,-37.7,1608.5,5,70.3,174.1,23477526.8,16.97155422,09B,,25,O,1964,0,0,98,21,0,C3O,A,55.21,0,333038,0,38724.9,R,1000,1,0,0,10/1/10,0,78175231,33443949,0,6,Financial District/South Beach
0207/035,94111,51213,Office,81,27.6,77.3,-34.4,-34.4,102,2,29.2,80,1413478.8,14.16156446,08B,Financial District North,2,O,1930,0,0,51,9,0,C3O,B,0,0,56940,0,0,,1000,1,0,0,,0,2883744,8293913,0,3,Chinatown
0678/004,94115,12000,Office,76,36,113.2,-27.4,-27.4,32.8,2.7,36,113.2,432000,12.97618087,06C,Lower Pacific Heights,5,C,1916,0,0,5,2,0,NC3,C,0,0,0,0,4996,,1007,1,0,0,,0,196771,138563,0,5,Pacific Heights
0293/001,94108,39933,Mixed Use Property,44,74.7,153.6,3.7,3.7,191,4.8,74.7,153.6,2982995.1,14.90843842,08I,,3,O,1907,0,0,54,11,3,C3O,A,0,0,42819,0,3510,O,1000,1,0,0,,0,947108,1563075,0,3,Financial District/South Beach
3748/031,94105,50037,Office,97,26,51.9,-65,-65,82.5,1.6,28.8,55.5,1300962,14.07861455,08I,,3,C,1922,0,NA,32,3,0,C3R,A,45.83,0,43366,0,15124,R,1000,1,0,0,,0,5705090,11829047,0,3,Financial District/South Beach
0326/011,94102,618958,Hotel,81,66.8,132.4,-28,-28,2392.8,4.3,66.8,132.4,41346394.4,17.53749578,08I,,3,H1,8687,529,529,545,31,529,C3G,A,0,0,574080,0,6347.5,O,1000,1,0,0,,0,9570051,4725947,0,6,Tenderloin
3510/049,94103,195000,Self-Storage Facility,100,1.7,5.4,-88.7,-88.7,25.2,0.1,1.7,5.4,331500,12.71138309,09F,South of Market,23,X,1975,0,0,12,2,1,CM,C,0,0,63852,0,21331,,1000,1,0,0,9/9/98,112804,8695654,2290541,84721,6,South of Market
0295/008,94108,237484,Hotel,50,80.5,168.8,-0.9,-0.9,1209.2,5.2,81,169.4,19117462,16.76611272,08I,,3,H1,1930,0,0,564,23,416,C3R,A,0,54.14,232984,0,16017,O,1000,1,0,0,6/23/10,0,35556240,52649659,8161021,3,Financial District/South Beach
0742/015,94102,10467,Office,90,25.7,80.7,-45.5,-45.5,20.4,1.9,25.7,80.7,269001.9,12.50247372,09D,Mission Bay,3,O,1932,0,NA,46,2,1,M2,C,0,0,12628,0,6242.25,,1000,1,0,0,,0,700964,7025708,0,3,Financial District/South Beach
6084/021,94112,10812,Food Sales,1,369.9,444.3,260.9,260.9,219,20.3,369.7,443.5,3999358.8,15.20164461,10C,Excelsior,36,I,1935,0,0,7,1,0,NC3,C,0,0,0,0,10846,,1000,0.5,0,0,,0,178845,588218,0,11,Excelsior
0307/009,94102,37730,College/University,100,19.2,45.6,-82.7,-82.7,52.2,1.4,19.7,46.2,724416,13.49312109,08I,,3,E,1913,0,0,21,2,1,C3G,A,0,0,39936,0,15124,,1000,1,0,0,12/2/10,0,1843826,7375316,0,3,Tenderloin
3775/102,94107,16310,Office,66,49.5,125.3,-17.4,-17.4,55.9,3.4,51.9,127.9,807345,13.60150637,09B,,25,O,1908,0,NA,4,4,0,SLI,C,0,0,13000,0,4896,O,1000,1,0,0,,1373790,5056082,3135370,296036,6,Financial District/South Beach
0315/004,94102,23215,Mixed Use Property,90,35.9,84.8,-42.7,-42.7,56.1,2.4,35.9,84.8,833418.5,13.6332912,08I,,3,C,1906,0,0,11,8,4,C3R,A,0,43.9,23217,0,3149,,1000,1,0,0,,0,1016283,369540,0,3,Tenderloin
0313/010,94108,40858,Office,88,43.3,86.3,-41.7,-41.7,112,2.7,45.9,89.1,1769151.4,14.38601055,08I,,25,O,1983,0,NA,0,3,0,C3R,A,20.23,0,29503,6734,13830,R,1000,1,0,0,,0,360725,0,0,6,Financial District/South Beach
3761/002,94107,41504,Retail Store,68,47,115,-20.7,-20.7,122.6,3.2,49.6,116.3,1950688,14.48369269,09B,,5,C,1909,0,NA,16,0,0,C3O,B,0,0,38795,0,2469,,1000,0.13,0,0,,0,358085,0,6801,3,Financial District/South Beach
3960/001,94103,285047,Non-Refrigerated Warehouse,46,25.1,74.8,6,6,529.9,1.9,25.3,75,7154679.7,15.7832772,09C,Inner ission,26,I,1961,0,0,50,4,0,M1,B,0,0,0,0,79997,,1000,1,0,0,,0,5784569,688000,0,10,Mission
3774/073,94107,118783,Office,49,76,213.6,0.3,0.3,603.7,5.5,76,213.6,9027508,16.01578692,09H,South Beach,25,IDC,1923,0,0,0,6,0,SSO,C,0,0,105225,0,22525,O,1000,1,0,0,2/20/71,0,10929374,43717505,0,6,Financial District/South Beach
0701/007,94115,76197,Enclosed Mall,24,164.1,298.7,26.8,26.8,768.9,10.1,163.5,296.8,12503927.7,16.34155337,06C,Lower Pacific Heights,5,C,1967,0,0,3,2,3,NC3,C,0,0,70600,0,37396,O,1000,1,0,0,,0,3780896,3223517,0,5,Japantown
3786/019A,94107,28927,Other - Restaurant/Bar,97,43.9,89.6,-79.3,-79.3,81.2,2.8,43.9,89.6,1269895.3,14.05444501,09D,Mission Bay,25,I,1917,0,0,14,2,0,SSO,C,0,0,0,0,8398,,1000,0.33333,0,0,,0,148401,266439,0,6,South of Market
0315/011,94102,97000,Hotel,91,19.9,62.5,-40.9,-40.9,146.4,1.5,19.8,62.3,1930300,14.47318599,08I,,3,H1,1984,0,NA,353,5,134,C3G,C,50,0,89010,0,2268.75,,1000,1,0,0,8/18/30,0,18903807,13286293,0,3,Financial District/South Beach
3769/002,94105,203456,Office,98,46.6,116.1,-60.1,-60.1,501.5,3.2,47.7,117.3,9481049.6,16.06480559,09H,South Beach,25,O,1918,0,0,12,6,0,M1,B,0,0,161650,0,29124,O,1000,1,0,0,11/3/99,1413902,22693861,32598921,1241750,6,Financial District/South Beach
3721/120,94105,611801,Office,91,58.5,148.4,-46.8,-46.8,2272.5,4.1,59.6,149.6,35790358.5,17.3931891,09B,,25,O,2008,0,0,0,33,0,C3O,STE,0,0,690442,0,34278,R,1016,1,0,0,6/1/12,0,356848168,100649483,0,6,Financial District/South Beach
3757/046,94103,14000,Office,33,95.3,267.8,19.1,19.1,96.4,6.9,97.1,269.6,1334200,14.10384242,08B,Financial District North,6,U,1909,0,NA,0,2,0,C3O,,0,0,14000,0,6875,,1000,0.2,0,0,,0,466824,90069,0,5,Financial District/South Beach
0262/020,94111,478830,Office,99,41.3,87.8,-64.1,-64.1,1298.2,2.9,43.1,90,19775679,16.79996341,08B,Financial District North,3,O,1971,0,0,0,33,0,C3O,A,0,0,365809,0,15650,,1000,1,0,0,7/8/50,6300,132660775,33443891,27500,3,Financial District/South Beach
7295/014,94132,26640,Other,7,202.4,308.5,150.6,150.6,314.2,11.8,202.4,308.5,5391936,15.50041506,03D,Stonestown,44,U,1953,0,0,24,1,0,RH1D,D,0,0,20106,5066,40201,,1000,1,2953683,0,,1279742,1185417,340934,147590,7,Lakeshore
3750/079,94107,195096,Office,82,65.8,175.2,-34.1,-34.1,907.3,4.7,67,176.4,12837316.8,16.36786686,09B,,25,O,1967,0,0,0,7,0,C3S,,75,28.5,187500,0,35337.5,R,1000,0.18425,0,0,,0,21663280,19073485,0,6,Financial District/South Beach
0176/017,94133,26501,Retail Store,96,17.5,50.9,-55.5,-55.5,34.1,1.3,17.8,50.6,463767.5,13.04713863,08B,Financial District North,2,O,1907,0,0,51,2,5,C2,C,0,0,26501,0,9186,,1000,1,0,0,,0,2168277,2786988,0,3,Chinatown
0176/013,94133,11000,Office,3,208.6,340.7,105.1,105.1,147.6,12.4,208.6,340.7,2294600,14.64606909,08B,Financial District North,2,O,1905,0,0,42,8,2,CCB,A,0,0,11044,0,1219,,1000,1,0,0,,0,1873157,195993,0,3,Chinatown
3727/103,94103,65890,,100,13.5,42.3,-77.7,-77.7,67.3,1,13.5,42.3,889515,13.69843165,09F,South of Market,25,O,1924,0,0,16,5,0,SLR,C,60,0,74000,12000,12000,R,1000,1,0,0,3/1/61,0,2185873,6011156,0,6,South of Market
0836/005,94102,42255,Office,74,39.7,117.1,-26,-26,123.8,2.9,39.7,117.1,1677523.5,14.33282916,08F,Van Ness/ Civic Center,6,O,1920,0,0,26,4,0,C3G,B,0,0,48225,0,9426,O,1000,1,0,0,,0,1493824,5975306,0,5,Hayes Valley
3803/005,94107,1011213,Office,92,103.5,268.4,-36.3,-36.3,6495.3,7.2,104.5,269.5,104660545.5,18.46623277,09D,Mission Bay,25,O,1920,0,0,270,6,0,M2,B,0,0,885581,0,226675,O,1000,1,113889362,0,12/14/11,0,307389240,117777302,28400,6,Mission Bay
0292/004,94104,1119523,,93,43.2,110.9,-49.2,-49.2,3313.3,3.1,44.3,112.2,48363393.6,17.69425375,08B,Financial District North,3,O,1980,0,0,0,38,0,C3O,D,0,0,0,0,3598,O,1000,1,0,0,,161664,0,7025708,358045,3,Financial District/South Beach
3758/131,94103,15800,Office,93,39.7,96.3,-49.9,-49.9,42.7,2.7,41.4,98.1,627260,13.34911641,09F,South of Market,25,I,1919,0,0,17,2,1,SLI,C,0,0,15000,0,108.07,O,1000,1,0,0,,0,1874713,169426,0,6,South of Market
5211/031,94124,11274,Mixed Use Property,99,4.2,13.2,-89.3,-89.3,2.4,0.3,4.2,13.2,47350.8,10.76533899,09E,Potrero Hill,28,CZ,2009,0,0,0,2,1,,,0,0,1169,0,0,,1000,1,0,0,12/23/10,0,154379,154380,0,10,Bayview Hunters Point
0718/021,94109,50700,College/University,100,21.4,67.3,-74.4,-74.4,82.4,1.6,21.4,67.3,1084980,13.89707211,08F,Van Ness/ Civic Center,6,G,1919,0,0,25,2,0,RC4,B,0,0,42040,0,12208,,1000,1,0,0,,0,2105985,4745311,0,6,Tenderloin
0982/034,94115,41000,K-12 School,91,30.3,89.3,-40.5,-40.5,91.7,2.2,30.5,89.5,1242300,14.03247506,07B,Pacific Heights,7,E,1917,0,0,21,2,2,RH3,A,0,0,48931,0,27512,O,1000,1,22329774,0,,15699237,5233811,630997,765729,2,Pacific Heights
3785/002A,94107,93567,Office,91,45.2,139.9,-45.6,-45.6,256,3.4,45.2,139.9,4229228.4,15.25753012,09D,Mission Bay,25,OBM,1912,0,0,0,0,0,SLI,,50,0,0,0,20000,R,1000,1,0,0,1/30/61,0,5246098,13115250,0,6,Mission Bay
1438/038,94118,18838,,85,63.3,145.4,-38.8,-38.8,79.5,4.2,63.3,145.4,1192445.4,13.99151671,01B,Inner Richmond,10,C,1910,0,0,16,1,3,INCLEM,D,75,0,0,0,17500,R,1000,1,0,0,,0,318956,2070512,0,1,Inner Richmond
0594/002,94109,42600,Office,97,15.2,44,-64.3,-64.3,38.4,1.1,15.6,44.4,647520,13.38090496,07B,Pacific Heights,5,C,1920,0,0,13,2,0,RC4,C,0,0,0,0,11038,O,1000,1,0,0,,0,1500834,1112843,0,2,Pacific Heights
3710/020,94105,756925,Office,98,62.3,137.4,-55.4,-55.4,3025,4.1,64.6,139.8,47156427.5,17.66898088,09B,,25,O,1981,0,0,0,33,0,C3O,S,0,0,694334,0,44118.2,,1000,1,0,0,12/24/12,0,277931104,119113330,0,6,Financial District/South Beach
0255/001,94108,272122,Hotel,66,74.7,160.2,-14.3,-14.3,1425.2,5.2,74.7,160.2,20327513.4,16.82748587,08A,Dowtown,3,H1,1971,0,0,434,9,402,RM4,A,0,0,250928,0,56715,,1000,1,0,0,,0,103349802,85984519,0,3,Nob Hill
4020/002,94110,91619,Mixed Use Property,22,64.1,164,33.2,33.2,356.7,4.5,64.7,164.7,5872777.9,15.58583832,09C,Inner ission,26,I,1914,0,0,9,2,3,M1,S,50,0,0,0,43505,R,1000,1,0,0,,23125,5778449,621602,60795,9,Mission
0351/051,94102,43060,College/University,75,97.8,194,-26.1,-26.1,266.5,6.2,97,191.5,4211268,15.25327435,08F,Van Ness/ Civic Center,3,O,1983,0,0,0,7,1,C3G,C,0,0,41100,0,5568,O,1000,1,0,0,,0,8357574,697919,0,6,Tenderloin
0271/027,94108,119679,Office,92,45,123.8,-48.9,-48.9,374.3,3.2,46.4,125.2,5385555,15.49923093,08B,Financial District North,3,O,1982,0,0,0,10,0,C3G,A,0,0,98210,0,13653,O,1000,1,0,0,2/24/11,0,9615135,14422703,7623,3,Financial District/South Beach
1440/039,94118,14447,Office,94,21.2,66.4,-51.4,-51.4,23.2,1.6,21.7,68,306276.4,12.63224324,01B,Inner Richmond,10,O,1915,0,0,44,3,2,INCLEM,D,0,0,11294,0,5000,R,1000,0.5,0,0,,0,509982,149988,0,1,Inner Richmond
3776/115,94107,151785,Office,97,37.4,103.1,-60.3,-60.3,406.5,2.7,38.5,104.3,5676759,15.55189103,08I,,3,O,1911,0,NA,158,3,2,C3R,B,0,0,139500,0,0,,1000,1,0,0,6/22/12,0,21562172,13286293,0,3,Financial District/South Beach
3927/004,94103,25500,Office,8,192.9,321.7,161.3,161.3,294.3,11.5,199.2,327.2,4918950,15.40860565,09D,Mission Bay,25,G,1917,0,NA,3,3,2,M2,C,50,0,31541,0,4531.25,R,1000,1,9638793,0,,0,1051049,319856,0,6,South of Market
5246/052,94124,23824,Refrigerated Warehouse,3,103.4,324.7,149.3,149.3,186.8,7.8,103,323.6,2463401.6,14.71705372,10A,Bayview,31,I,1968,0,0,13,1,1,M1,C,0,0,23824,0,31777,,1018,1,0,0,,0,509998,173940,0,10,Bayview Hunters Point
3702/048,94103,21500,Other,94,22,58.8,-52.2,-52.2,33.4,1.6,23.1,60,473000,13.06685067,09F,South of Market,25,O,1920,0,0,12,4,2,C3G,C,0,0,0,0,6172,,1000,1,0,0,6/30/98,0,195379,876626,0,6,South of Market
0235/009,94111,58383,,98,20.9,65.8,-64,-64,92.7,1.6,20.9,65.8,1220204.7,14.01452919,08B,Financial District North,3,O,1908,0,0,150,7,0,C3O,C,37.16,0,51137,0,9211.67,R,1000,1,0,0,10/4/11,0,5475615,13115250,0,3,Financial District/South Beach
3785/005,94107,115000,College/University,96,35.5,111.4,-57.6,-57.6,309.4,2.7,35.5,111.4,4082500,15.2222201,08I,,3,H1,1911,0,NA,6,0,0,C3R,C,37.5,0,8206,0,13333,R,1000,1,0,0,,0,2171445,1410916,0,3,Financial District/South Beach
0509/009A,94123,21600,Hotel,71,52.2,117.8,-18.5,-18.5,74.7,3.5,52.7,119.4,1127520,13.93553109,07D,Cow Hollow,4,M,1982,60,60,60,4,60,NC3,B,0,0,22998,0,8875,R,1000,0.125,0,0,,0,2773659,1536257,0,2,Marina
3708/009,94105,22038,Office,67,85.6,204,-17.9,-17.9,127.6,5.8,89.2,207.7,1886452.8,14.4502088,09B,,25,OCH,1913,0,NA,15,0,1,C3O,,37.5,0,27064,0,11700,R,1000,1,0,0,9/12/50,0,11957665,5659763,0,6,Financial District/South Beach
1443/016,94118,10000,Retail Store,7,94.1,295.5,90.9,90.9,71.4,7.1,94.1,295.5,941000,13.75469842,01B,Inner Richmond,10,C,1921,0,0,6,2,2,NC3,C,0,0,10106,0,11979,O,1000,1,0,0,,0,94801,568900,0,1,Inner Richmond
3913/004,94107,13000,Fitness Center/Health Club/Gym,88,35.8,55.6,-42.5,-42.5,27.3,2.1,39.6,60.5,465400,13.05065253,09D,Mission Bay,26,I,1946,0,0,5,1,0,M2,B,0,0,13000,0,10000,R,1000,0.5,0,0,12/28/88,0,664428,914355,0,10,Mission Bay
0028/009,94133,204392,Hotel,78,65.4,140.9,-24.7,-24.7,775.4,4.3,65.4,140.9,13367236.8,16.40831726,08E,Russian Hill,1,H1,1984,0,0,255,5,1,C2,C,0,0,180570,0,37901,O,1000,1,0,0,12/19/94,0,28359162,9591711,3016542,3,North Beach
3776/041,94107,67789,Office,97,55.6,104.2,-57.5,-57.5,207,3.4,58.9,107.7,3769068.4,15.14233842,09D,Mission Bay,25,O,1912,0,0,14,4,0,SLI,B,60,0,56382,0,20000,R,1000,1,0,0,5/3/70,0,5355392,10929374,0,6,South of Market
0309/028,94108,91299,Office,86,48.7,118.9,-40.8,-40.8,303.5,3.3,48.7,118.9,4446261.3,15.30757414,08I,,3,C,1984,0,0,0,7,18,C3R,A,0,0,90210,0,13650,O,1000,1,0,0,4/29/97,0,18600817,13286293,0,3,Financial District/South Beach
3788/024A,94107,29528,Other,38,52.4,139.8,13.5,13.5,109.4,3.7,52.4,139.8,1547267.2,14.25200084,09H,South Beach,25,I,1928,0,0,9,2,0,SLI,B,0,0,0,0,17363,O,1000,1,0,0,,0,1035251,955613,0,6,Financial District/South Beach
