"","report_status","ward","postal_code","year_built","primary_ptype_self","primary_ptype_epa","tax_record_floor_area","reported_gross_floor_area","water_use","metered_areas_energy","metered_areas_water","electricity_use","natural_gas_use","energy_star_score","site_eui","weather_norm_site_eui","source_eui","weather_norm_source_eui","total_ghg_emissions","total_ghg_emissions_intensity","total_site_energy_KBTU","log_total_site_energy_KBTU"
"581","In Compliance","8","20020",1955,"K-12 School","K-12 School",110000,110000,2092.3,"Whole Building","Whole Building",1048322,30261.00134,50,60,61.9,131,131.2,557.5,5.1,6600000,15.7025802069967
"582","In Compliance","5","20018",1931,"K-12 School","K-12 School",51500,51500,1900.3,"Whole Building","Whole Building",911328.1,20774.00023,16,100.7,104.5,231.9,233.8,455.3,8.8,5186050,15.4614828863763
"583","In Compliance","8","20020",1974,"K-12 School","K-12 School",110100,110100,6174.1,"Whole Building","Whole Building",1371958,38777.99851,20,77.7,79,170.5,169.4,725.2,6.6,8554770,15.9619995800844
"584","In Compliance","1","20001",2002,"K-12 School","K-12 School",47984,47984,4159.2,"Whole Building","Whole Building",751518,7430.000305,26,68.9,69.9,184.1,185.1,323.9,6.8,3306097.6,15.0112790790084
"585","In Compliance","1","20010",1916,"K-12 School","K-12 School",82200,82200,87,"Whole Building","Whole Building",444107,2817.000095,98,21.9,21.7,61.5,61.1,183.1,2.2,1800180,14.4033972178667
"586","In Compliance","6","20003",1880,"K-12 School","K-12 School",39334,39334,1940.1,"Whole Building","Whole Building",559239,9247.000086,2,72,73.7,177,179.4,260.8,6.6,2832048,14.8565106828047
"587","In Compliance","7","20019",1959,"K-12 School","K-12 School",69400,69400,3882.8,"Whole Building","Whole Building",816036,0,NA,40.1,40.1,126,126,308.9,4.5,2782940,14.8390184808074
"588","In Compliance","5","20011",2016,"K-12 School","K-12 School",74414.7,74414.7,4968.4,"Whole Building","Whole Building",1161099,17442.99977,19,76.7,79.5,191.8,194.8,532.1,7.2,5707607.49,15.5573104903231
"589","In Compliance","8","20020",2007,"K-12 School","K-12 School",75500,75500,2559.8,"Whole Building","Whole Building",1391396.4,16104.9982,6,84.2,NA,217.1,NA,612.2,8.1,6357100,15.6650828564854
"590","In Compliance","1","20010",1924,"K-12 School","K-12 School",73600,73600,3973.5,"Whole Building","Whole Building",738988.1,21033.99925,67,62.8,NA,134.2,NA,391.4,5.3,4622080,15.3463553781911
"591","In Compliance","1","20009",1888,"K-12 School","K-12 School",22400,22400,1868,"Whole Building","Whole Building",326491,907.0000169,41,53.8,54.3,160.4,160.9,128.4,5.7,1205120,14.0020897050109
"592","In Compliance","8","20020",1968,"K-12 School","K-12 School",99975,99975,2613.2,"Whole Building","Whole Building",1228467,35710.99969,29,77.6,NA,163.2,NA,654.6,6.5,7758060,15.8642428609042
"593","In Compliance","6","20001",1969,"K-12 School","K-12 School",69000,69000,338.9,"Whole Building","Whole Building",736022.1,8853.000099,70,49.2,48.9,127.8,125,325.6,4.7,3394800,15.0377554070777
"594","In Compliance","4","20011",1958,"Urgent Care/Clinic/Other Outpatient","K-12 School",80500,80500,6558.1,"Whole Building","Whole Building",758692.7,28862.00093,44,68,NA,133.5,NA,440.5,5.5,5474000,15.5155201685828
"595","In Compliance","8","20032",1950,"K-12 School","K-12 School",66200,66200,1878.5,"Whole Building","Whole Building",932629,7013.000119,32,58.7,60.2,162.1,164.7,390.2,5.9,3885940,15.1728754687592
"596","In Compliance","7","20019",1923,"K-12 School","K-12 School",43000,43000,270.3,"Whole Building","Whole Building",340508,20426.99893,72,74.5,80.1,134.7,140.6,237.4,5.5,3203500,14.9797545200612
"597","In Compliance","7","20019",1959,"K-12 School","K-12 School",158000,158000,4436.4,"Whole Building","Whole Building",1829042.2,45435.00182,32,68.3,NA,152.5,NA,933.6,5.9,10791400,16.1942600785858
"598","In Compliance","2","20007",1932,"K-12 School","K-12 School",67450,67450,107.5,"Whole Building","Whole Building",1368338.9,1428.999962,18,71.3,NA,207.8,NA,525.5,7.8,4809185,15.3860381890562
"599","In Compliance","5","20002",1927,"K-12 School","K-12 School",114724,114724,7.5,"Whole Building","Whole Building",1388633,24932.00014,29,63,64.9,152.5,154.5,658,5.7,7227612,15.7934192491206
"600","In Compliance","4","20012",1976,"K-12 School","K-12 School",117050,117050,1055.9,"Whole Building","Whole Building",1325065,0,58,38.6,38.6,121.3,121.3,501.5,4.3,4518130,15.3236087493898
"601","In Compliance","7","20019",1946,"K-12 School","K-12 School",87600,87600,470,"Whole Building","Whole Building",673275.9,35925.00419,55,67.2,NA,122.3,NA,445.6,5.1,5886720,15.5882095244536
"602","In Compliance","2","20005",1910,"K-12 School","K-12 School",125000,125000,691.2,"Whole Building","Whole Building",1445313,9087.001427,48,46.7,47.1,131.5,131,595.3,4.8,5837500,15.5798131809593
"603","In Compliance","4","20011",1908,"K-12 School","K-12 School",69600,69600,2092.3,"Whole Building","Whole Building",812240,21327.99995,41,70.5,72.3,157.2,158.4,420.7,6,4906800,15.4061325561407
"604","In Compliance","1","20010",1970,"K-12 School","K-12 School",66600,66600,6424.6,"Whole Building","Whole Building",723950,23937.99878,60,73,74.3,154.2,154,401.2,6,4861800,15.3969192976769
"605","In Compliance","8","20020",1946,"K-12 School","K-12 School",94500,94500,5753.2,"Whole Building","Whole Building",1233408,33261.9989,23,79.7,NA,172.3,NA,643.5,6.8,7531650,15.834624699278
"606","In Compliance","6","20003",1949,"K-12 School","K-12 School",69600,69600,1254.6,"Whole Building","Whole Building",502736,39536.99753,68,81.5,88.2,137,144.1,400.3,5.8,5672400,15.5511228665693
"607","In Compliance","6","20003",2017,"K-12 School","K-12 School",69300,69300,3750.5,"Whole Building","Whole Building",443890,34151.0027,63,71.1,76.2,120.4,125.7,349.4,5,4927230,15.4102875219872
"608","In Compliance","5","20011",1978,"K-12 School","K-12 School",69600,69600,6756.9,"Whole Building","Whole Building",1351784,20750.00124,4,96.1,97.5,239.4,237.6,621.9,8.9,6688560,15.7159091622988
"609","In Compliance","4","20011",1959,"K-12 School","K-12 School",66600,66600,2622.2,"Whole Building","Whole Building",473929,31840.9999,71,72.1,75.3,126.4,129.8,348.5,5.2,4801860,15.3845139008194
"610","In Compliance","8","20020",1000,"Other - Education","K-12 School",137700,137700,3579,"Whole Building","Whole Building",1743370,NA,NA,43.2,43.2,135.6,135.6,659.9,4.8,5948640,15.5986731799668
"611","In Compliance","3","20016",2011,"K-12 School","K-12 School",357563,357563,520.1,"Whole Building","Whole Building",2982508,58509.9992,92,44.8,46.1,106.5,107.6,1439.6,4,16018822.4,16.5892749887878
"612","In Compliance","2","20009",1986,"Office","Office",309502,309502,3941.7,"Whole Building","Whole Building",8360959,NA,49,92.2,92.2,289.4,289.4,3164.6,10.2,28536084.4,17.166679963684
"613","In Compliance","2","20004",1904,"Office","Office",328760,328760,5278,"Whole Building","Whole Building",6455879,NA,71,67,NA,210.1,NA,2443.5,7.4,22026920,16.9077758996534
"614","In Compliance","6","20001",1942,"Office","Office",576554,576554,10792.7,"Whole Building","Whole Building",7955851,NA,80,83.8,86.9,192,194.1,4417,7.7,48315225.2,17.693257290483
"615","In Compliance","2","20001",1989,"Office","Office",850354,850354,11056.1,"Whole Building","Whole Building",18025770,0,62,72.3,72.3,227.1,227.1,6822.7,8,61480594.2,17.9342321415197
"616","In Compliance","2","20052",1973,"Library","Library",209385,245953,6106.1,"Whole Building","Whole Building",4693075,NA,NA,65.1,64.7,204.4,203.1,1836.3,7.5,16011540.3,16.5888202889648
"617","In Compliance","2","20010",1929,"Office","Office",16098,16098,923.4,"Whole Building","Whole Building",46868,0,NA,9.9,9.9,31.2,31.2,17.7,1.1,159370.2,11.9789850767942
"618","In Compliance","6","20003",1922,"Outpatient Rehabilitation/Physical Therapy","Outpatient Rehabilitation/Physical Therapy",819577,819577,4877.4,"Whole Building","Whole Building",14822460,1043699.011,NA,189.1,194.6,327.5,333.3,11153.8,13.6,154982010.7,18.858819608148
"619","In Compliance","2","20005",1980,"Multifamily Housing","Multifamily Housing",175339,112000,4225.4,"Whole Building","Whole Building",1332742,12655.70934,77,51.9,51.9,139.4,139.4,588.7,5.3,5812800,15.5755729404491
"620","In Compliance","3","20008",1923,"Multifamily Housing","Multifamily Housing",143708,143708,5562.1,"Whole Building","Whole Building",1242923,23821.70122,79,46.1,46.4,110.1,110.4,612.9,4.3,6624938.8,15.706351692058
"622","In Compliance","1","20009",1928,"Multifamily Housing","Multifamily Housing",116748,168000,5101.1,"Whole Building","Whole Building",655345,68088.11943,88,55.3,57.1,85.9,86.9,636.6,3.8,9290400,16.0444921669137
"623","In Compliance","3","20008",1930,"Hotel","Hotel",791548,953000,52970.1,"Whole Building","Whole Building",15701100,376620.0277,38,96.1,96.2,218.4,217.1,8172.3,8.6,91583300,18.3327594986126
"624","In Compliance","2","20005",1990,"Office","Office",81989,643325,8217.8,"Whole Building","Whole Building",12574450,9713.31868,65,68.2,68.2,211,211,4971.8,7.7,43874765,17.5968498836106
"625","In Compliance","3","20016",1973,"Medical Office","Medical Office",165912,135136,5046.4,"Whole Building","Whole Building",4023719,58090.55792,43,144.6,146.5,364.1,364.7,1883,13.9,19540665.6,16.7880082674583
"626","In Compliance","2","20037",1967,"Office","Office",286113,218270,1946.8,"Whole Building","Whole Building",2667174,NA,82,90.3,89.4,183.8,183.2,1665.1,7.6,19709781,16.7966255679561
"627","In Compliance","2","20037",1987,"Hotel","Hotel",306123,306123,61907.5,"Whole Building","Whole Building",4143015,4178.897786,70,47.5,47.5,146.4,146.4,1643.3,5.4,14540842.5,16.4924719719948
"628","In Compliance","4","20011",1949,"Multifamily Housing","Multifamily Housing",160098,135000,9495.6,"Whole Building","Combination of common and tenant areas",776590.4,72681.70929,67,73.5,75.9,118.2,120.8,689.9,5.1,9922500,16.1103154636394
"629","In Compliance","6","20001",1908,"Multifamily Housing","Multifamily Housing",128015,119316,4750.3,"Whole Building","Whole Building",950128.1,57209.00264,50,75.1,75.8,135.7,133.7,675.6,5.7,8960631.6,16.0083512735382
"630","In Compliance","5","20018",1950,"Non-Refrigerated Warehouse","Non-Refrigerated Warehouse",267683,242810,264.8,"Whole Building","Whole Building",1304100,20593.70105,77,26.8,27.1,66.4,66.1,619.7,2.6,6507308,15.6884364109976
"631","In Compliance","6","20024",1970,"Office","Office",1336013,1582262,20349.4,"Whole Building","Whole Building",22888970,187133.3354,89,61.2,61.1,167.4,166.1,9950.1,6.3,96834434.4,18.3885132162636
"632","In Compliance","8","20032",2006,"Other","Other",149285,149285,1669414.7,"Whole Building","Whole Building",6008087,55169.99821,NA,174.3,175.8,470,471.6,2567.1,17.2,26020375.5,17.0743904621513
"633","In Compliance","6","20001",1968,"Office","Office",128076,117932,1577.6,"Whole Building","Whole Building",1696475,25632.84949,82,70.8,72.4,176.9,176.7,800,6.8,8349585.6,15.937722466853
"634","In Compliance","2","20005",1982,"Office","Office",257532,175760,4851.9,"Whole Building","Whole Building",3779135,11260.2243,68,79.8,79.9,237.1,237.3,1538.5,8.8,14025648,16.4563982115143
"635","In Compliance","2","20037",2008,"Multifamily Housing","Multifamily Housing",143478,225414,7421.6,"Whole Building","Whole Building",2561110,72773.186,44,71.1,73.1,155.6,157.1,1388.7,6.2,16026935.4,16.5897813272694
"636","In Compliance","2","20036",1985,"Office","Office",165577,128261,1776.3,"Whole Building","Whole Building",2931002,NA,53,78,77.5,244.8,243.3,1146.9,8.9,10004358,16.1185313560251
"638","In Compliance","5","20018",2002,"Retail Store","Retail Store",116752,128914,1372,"Whole Building","Whole Building",1909794,34321.37956,64,77.2,77.7,186.7,184.7,929.6,7.2,9952160.8,16.1133002513868
"639","In Compliance","6","20024",1964,"Office","Office",201896,145187,2856.1,"Whole Building","Whole Building",2824131,13769.6625,71,75.9,76.5,218.4,219,1178.2,8.1,11019693.3,16.2151945300858
"640","In Compliance","6","20001",1971,"Library","Library",4e+05,4e+05,13873.4,"Whole Building","Whole Building",11454330,NA,NA,114.5,NA,327,NA,4782.4,12,45800000,17.6397946490844
"641","In Compliance","2","20037",1971,"Multifamily Housing","Multifamily Housing",432755,426755,9878.1,"Whole Building","Whole Building",2863771,NA,34,95.6,95.2,153.6,153.6,NA,NA,40797778,17.524138177107
"642","In Compliance","2","20001",2005,"Hotel","Hotel",227934,266537,16964.1,"Whole Building","Whole Building",5240038,142476.8201,23,120.5,122.1,266.8,266.9,2807.1,10.5,32117708.5,17.2849181026548
"643","In Compliance","2","20005",2004,"Multifamily Housing","Multifamily Housing",884750,208720,3865.8,"Whole Building","Whole Building",1862481,39274.80896,59,49.3,NA,115.4,NA,938.2,4.5,10289896,16.1466730008593
"644","In Compliance","2","20005",1951,"Multifamily Housing","Multifamily Housing",452897,452897,21008.5,"Whole Building","Whole Building",3185612,169495.1924,74,64.5,NA,117.7,NA,2249.2,5,29211856.5,17.1900852293453
"645","In Compliance","2","20037",2006,"Multifamily Housing","Multifamily Housing",401625,433100,11508.5,"Whole Building","Whole Building",3137015,79444.9917,91,43.1,42.8,96.9,95.1,1649.4,3.8,18666610,16.7422469243124
"646","In Compliance","2","20006",1996,"Office","Office",440000,384808.7,4451.2,"Whole Building","Whole Building",6453287,NA,83,57.2,56.5,179.7,177.5,2525.1,6.6,22011057.64,16.9070555050515
"647","In Compliance","6","20001",1960,"Multifamily Housing","Multifamily Housing",145200,145200,32484.9,"Whole Building","Whole Building",1508740,65311.99818,31,80.4,81.4,158.6,157.1,937.3,6.5,11674080,16.2728815575578
"648","In Compliance","2","20036",1950,"Multifamily Housing","Multifamily Housing",142985,209012,7423.2,"Whole Building","Whole Building",2925186,59138.89403,14,76,76.6,179.7,177.7,1458.7,7,15884912,16.580880285853
"649","In Compliance","1","20001",2006,"Multifamily Housing","Multifamily Housing",124036,124036,6174.1,"Whole Building","Whole Building",1322977,29311.60388,78,60,60.3,139.1,138,673.4,5.4,7442160,15.8226716872545
"650","In Compliance","2","20036",1975,"Office","Office",112182,119549,2931.4,"Whole Building","Whole Building",2654216,NA,57,75.8,75.8,237.9,237.9,1038.6,8.7,9061814.2,16.0195799007988
"651","In Compliance","3","20016",1965,"Multifamily Housing","Multifamily Housing",138972,230360,4742.4,"Whole Building","Whole Building",1545760,109570.9415,47,70.5,71.7,121.8,123.2,1186.8,5.2,16240380,16.6030112914388
"652","In Compliance","2","20001",2006,"Multifamily Housing","Multifamily Housing",177379,177379,6731.7,"Whole Building","Whole Building",1445409,38459.8671,62,49.5,50.2,110.1,110.1,769.8,4.3,8780260.5,15.988016634875
"653","In Compliance","2","20009",1968,"Office","Office",85007,59283,1527.3,"Whole Building","Whole Building",1025391,9862.25881,90,75.7,75.5,202.8,201.3,453.6,7.7,4487723.1,15.3168560264203
"654","In Compliance","5","20017",1988,"Office","Office",169000,194131,3872.5,"Whole Building","Whole Building",2446596,122884.793,64,110.8,114.9,206,209.5,1674.4,8.6,21509714.8,16.8840152422067
"656","In Compliance","2","20036",1959,"Multifamily Housing","Multifamily Housing",100799,100799,4065.9,"Whole Building","Whole Building",665187.9,40621.19185,76,62.8,64.1,113,112.8,476,4.7,6330177.2,15.6608387874094
"657","In Compliance","3","20008",1931,"Multifamily Housing","Multifamily Housing",113165,113164,3379,"Whole Building","Whole Building",1348172,56576.33084,NA,90.6,91.5,180.1,177.4,828,7.3,10252658.4,16.1430475860193
"658","In Compliance","2","20037",1989,"Office","Office",190287,128571,6524.5,"Whole Building","Whole Building",3346283,NA,32,88.8,87.7,278.8,275.5,1309.4,10.2,11417104.8,16.2506232099104
"659","In Compliance","5","20017",1929,"Hospital (General Medical & Surgical)","Hospital (General Medical & Surgical)",200947,115454,4251.2,"Whole Building","Whole Building",3768773,81979.30899,82,182.9,183.8,424.8,422.4,1914.2,16.6,21116536.6,16.8655670166126
"661","In Compliance","3","20008",2012,"Mixed Use Property","Mixed Use Property",133044,98147,452.6,"Whole Building","Whole Building",2153348,35906.99851,NA,111.4,111.9,273.5,271.8,1033.3,10.5,10933575.8,16.2073489612696
"662","In Compliance","2","20005",1929,"Office","Office",135642,129594,934.5,"Whole Building","Whole Building",1723880,1663.2001,83,46.7,NA,143.9,NA,683.4,5.3,6052039.8,15.6159059302072
"663","In Compliance","2","20036",1969,"Office","Office",115510,96447,1295.3,"Whole Building","Whole Building",1421973,NA,91,50.3,50.3,158,158,556.4,5.8,4851284.1,15.3947539907568
"664","In Compliance","2","20036",1957,"Hotel","Hotel",197681,291819,9945.3,"Whole Building","Whole Building",1728176,107234.8859,91,57,56.3,102,100.1,1245.8,4.3,16633683,16.6269402938768
"665","In Compliance","2","20005",1963,"Hotel","Hotel",300357,300357,19849.9,"Whole Building","Whole Building",3991185,143718.5556,40,93.2,94.6,192.6,192.9,2325.1,7.7,27993272.4,17.1474747678411
"666","In Compliance","2","20037",1968,"Multifamily Housing","Multifamily Housing",1544107,988819,50436.4,"Whole Building","Whole Building",8753213,489392.9186,38,79.7,80.9,146.8,146.1,6024.4,6.1,78808874.3,18.1825361665075
"667","In Compliance","6","20001",2009,"Office","Office",173460,178148,3947.8,"Whole Building","Whole Building",2680890,NA,81,51.3,50.8,161.2,159.4,1049,5.9,9138992.4,16.0280606966532
"668","In Compliance","1","20009",1920,"Multifamily Housing","Multifamily Housing",104040,104040,48775.9,"Whole Building","Whole Building",983872.1,50754.5195,NA,81,82.3,152.5,151.1,654.6,6.3,8427240,15.946979874235
"669","In Compliance","1","20009",1950,"Multifamily Housing","Multifamily Housing",114441,114441,2989.1,"Whole Building","Whole Building",566018.5,47488.07063,NA,58.4,59.8,96.6,96.4,473.7,4.1,6683354.4,15.7151305751635
"670","In Compliance","2","20005",1923,"Multifamily Housing","Multifamily Housing",103516,103516,3882.8,"Whole Building","Whole Building",777588.7,NA,NA,25.6,25.6,80.5,80.5,304.3,2.9,2650009.6,14.7900738205974
"671","In Compliance","8","20020",1960,"Multifamily Housing","Multifamily Housing",127736,127736,6558.1,"Whole Building","Whole Building",991103.1,112727.4778,43,114.7,119,175.8,178.3,986.6,7.7,14651319.2,16.5000409371549
"672","In Compliance","2","20036",1964,"Office","Office",321408,354926,7366.3,"Whole Building","Whole Building",5142264,29978.59803,88,57.9,57.1,164.1,161.6,2171.3,6.1,20550215.4,16.8383819806034
